country_id,country_name,area_id,name,level,name 2,new_id_assigned,new_name,Latitude,Longitude,Edits,Level
52.0,Equatorial Guinea,1087.0,AnnobÃ³n,1.0,Equatorial Guinea,1087.0,Annobon,,,Change,1.0
52.0,Equatorial Guinea,1088.0,Bioko Norte,1.0,Equatorial Guinea,,Bioko Norte,,,,1.0
52.0,Equatorial Guinea,1089.0,Bioko Sur,1.0,Equatorial Guinea,,Bioko Sur,,,,1.0
52.0,Equatorial Guinea,1084.0,Centro Sur,1.0,Equatorial Guinea,,Centro Sur,,,,1.0
52.0,Equatorial Guinea,1083.0,KiÃ©-Ntem,1.0,Equatorial Guinea,1083.0,Kie-Ntem,,,Change,1.0
52.0,Equatorial Guinea,1085.0,Litoral,1.0,Equatorial Guinea,,Litoral,,,,1.0
52.0,Equatorial Guinea,1086.0,Wele-NzÃ¡s,1.0,Equatorial Guinea,1086.0,Wele-Nzas,,,Change,1.0
54.0,Eritrea,925.0,Anseba,1.0,Eritrea,,Anseba,,,,1.0
54.0,Eritrea,929.0,Debub,1.0,Eritrea,929.0,South,,,Change,1.0
54.0,Eritrea,928.0,Debubawi Keyih Bahri,1.0,Eritrea,928.0,Southern Red Sea,,,Change,1.0
54.0,Eritrea,926.0,Gash Barka,1.0,Eritrea,,Gash Barka,,,,1.0
54.0,Eritrea,930.0,Maekel,1.0,Eritrea,930.0,Central,,,Change,1.0
54.0,Eritrea,927.0,Semenawi Keyih Bahri,1.0,Eritrea,927.0,Northern Red Sea,,,Change,1.0
53.0,Estonia,964.0,Harju,1.0,Estonia,964.0,Harjumaa,,,Change,1.0
53.0,Estonia,965.0,Hiiu,1.0,Estonia,965.0,Hiiumaa,,,Change,1.0
53.0,Estonia,966.0,Ida-Viru,1.0,Estonia,966.0,Ida-Virumaa,,,Change,1.0
53.0,Estonia,960.0,JÃ Âµgeva,1.0,Estonia,960.0,Jarvamaa,,,Change,1.0
53.0,Estonia,967.0,JÃ¤rva,1.0,Estonia,967.0,Jogevamaa,,,Change,1.0
53.0,Estonia,961.0,LÃ¤Ã¤ne,1.0,Estonia,961.0,Laanemaa,,,Change,1.0
53.0,Estonia,962.0,LÃ¤Ã¤ne-Viru,1.0,Estonia,962.0,Laane-Virumaa,,,Change,1.0
53.0,Estonia,954.0,PÃ Âµlva,1.0,Estonia,954.0,Parnumaa,,,Change,1.0
53.0,Estonia,963.0,PÃ¤rnu,1.0,Estonia,963.0,Polvamaa,,,Change,1.0
53.0,Estonia,953.0,Rapla,1.0,Estonia,953.0,Raplamaa,,,Change,1.0
53.0,Estonia,959.0,Saare,1.0,Estonia,959.0,Saaremaa,,,Change,1.0
53.0,Estonia,958.0,Tartu,1.0,Estonia,958.0,Tartumaa,,,Change,1.0
53.0,Estonia,955.0,VÃ Âµru,1.0,Estonia,955.0,Vorumaa,,,Change,1.0
53.0,Estonia,957.0,Valga,1.0,Estonia,957.0,Valgamaa,,,Change,1.0
53.0,Estonia,956.0,Viljandi,1.0,Estonia,956.0,Viljandimaa,,,Change,1.0
56.0,Ethiopia,968.0,Addis Ababa,1.0,Ethiopia,,Addis Ababa,,,,1.0
56.0,Ethiopia,969.0,Afar,1.0,Ethiopia,,Afar,,,,1.0
56.0,Ethiopia,970.0,Amhara,1.0,Ethiopia,,Amhara,,,,1.0
56.0,Ethiopia,3634.0,Benishangul Gumuz,1.0,Ethiopia,3634.0,Binshangul Gumuz,,,Change,1.0
56.0,Ethiopia,971.0,Benshangul-Gumaz,1.0,Ethiopia,,,,,Delete,1.0
56.0,Ethiopia,972.0,Dire Dawa,1.0,Ethiopia,,Dire Dawa,,,,1.0
56.0,Ethiopia,3635.0,Gambela,1.0,Ethiopia,973.0,,,,Delete,1.0
56.0,Ethiopia,973.0,Gambela Peoples,1.0,Ethiopia,,Gambela Peoples,,,,1.0
56.0,Ethiopia,3636.0,Harari,1.0,Ethiopia,974.0,,,,Delete,1.0
56.0,Ethiopia,974.0,Harari People,1.0,Ethiopia,,Harari People,,,,1.0
56.0,Ethiopia,975.0,Oromia,1.0,Ethiopia,,Oromia,,,,1.0
56.0,Ethiopia,976.0,Somali,1.0,Ethiopia,,Somali,,,,1.0
56.0,Ethiopia,3637.0,Southern Nations Nationalities and Peoples,1.0,Ethiopia,,Southern Nations Nationalities and Peoples,,,,1.0
56.0,Ethiopia,977.0,"Southern Nations, Nationalities and Peoples",1.0,Ethiopia,3637.0,,,,Delete,1.0
56.0,Ethiopia,978.0,Tigray,1.0,Ethiopia,,Tigray,,,,1.0
,,1015.0,Eysturoyar,1.0,Faroe Islands,,,,,Delete,1.0
,,1013.0,NorderÃ¸erne,1.0,Faroe Islands,,,,,Delete,1.0
,,1012.0,Sandoyar,1.0,Faroe Islands,,,,,Delete,1.0
,,1011.0,Streymoyar,1.0,Faroe Islands,,,,,Delete,1.0
,,1014.0,SuÃ°uroyar,1.0,Faroe Islands,,,,,Delete,1.0
,,1016.0,VÃ¥gÃ¸,1.0,Faroe Islands,,,,,Delete,1.0
61.0,Fiji,984.0,Central,1.0,Fiji,,Central,,,,1.0
61.0,Fiji,988.0,Eastern,1.0,Fiji,,Eastern,-17.74869,179.31335,,1.0
61.0,Fiji,987.0,Northern,1.0,Fiji,,Northern,-16.56249,179.21997,,1.0
61.0,Fiji,986.0,Rotuma,1.0,Fiji,,,,,Delete,1.0
61.0,Fiji,985.0,Western,1.0,Fiji,,Western,,,,1.0
60.0,Finland,979.0,Eastern Finland,,,,,,,Delete,1.0
60.0,Finland,983.0,Lapland,,,,,,,Delete,1.0
60.0,Finland,980.0,Oulu,,,,,,,Delete,1.0
60.0,Finland,981.0,Southern Finland,,,,,,,Delete,1.0
60.0,Finland,982.0,Western Finland,,,,,,,Delete,1.0
60.0,Finland,,,1.0,Finland,10048.0,Aland,60.25,20.0,Add,1.0
60.0,Finland,,,1.0,Finland,10049.0,South Karelia,60.833333,28.0,Add,1.0
60.0,Finland,,,1.0,Finland,10050.0,South Ostrobothnia,62.5,23.25,Add,1.0
60.0,Finland,,,1.0,Finland,10051.0,South Savo,61.75,27.833333,Add,1.0
60.0,Finland,,,1.0,Finland,10052.0,Kanta-Hame,60.833333,24.25,Add,1.0
60.0,Finland,,,,Finland,10053.0,Kainuu,64.5,28.0,Add,1.0
60.0,Finland,,,,Finland,10054.0,Central Ostrobothnia,63.5,24.0,Add,1.0
60.0,Finland,,,,Finland,10055.0,Central Finland,63.5,24.0,Add,1.0
60.0,Finland,,,,Finland,10056.0,Kymenlaakso,60.5,27.0,Add,1.0
60.0,Finland,,,,Finland,10057.0,Lappi,68.0,27.0,Add,1.0
60.0,Finland,,,,Finland,10058.0,Paijat-Hame,61.25,25.833333,Add,1.0
60.0,Finland,,,,Finland,10059.0,Tampere,61.7,23.716667,Add,1.0
60.0,Finland,,,,Finland,10060.0,Ostrobothnia,63.0,22.0,Add,1.0
60.0,Finland,,,,Finland,10061.0,North Karelia,63.0,30.0,Add,1.0
60.0,Finland,,,,Finland,10062.0,North Ostrobothnia,65.0,26.0,Add,1.0
60.0,Finland,,,,Finland,10063.0,North Savo,63.0,27.5,Add,1.0
60.0,Finland,,,,Finland,10064.0,Satakunta,61.333333,22.0,Add,1.0
60.0,Finland,,,,Finland,10065.0,Newland,60.25,24.5,Add,1.0
60.0,Finland,,,,Finland,10066.0,Southwest Finland,60.5,22.25,Add,1.0
65.0,France,989.0,Alsace,1.0,France,,Alsace,,,,1.0
65.0,France,995.0,Aquitaine,1.0,France,,Aquitaine,,,,1.0
65.0,France,994.0,Auvergne,1.0,France,,Auvergne,,,,1.0
65.0,France,992.0,ÃŽle-de-France,1.0,France,992.0,Ile-de-France,,,Change,1.0
65.0,France,993.0,Basse-Normandie,1.0,France,993.0,Lower Normandy,,,Change,1.0
65.0,France,990.0,Bourgogne,1.0,France,990.0,Burgundy,,,Change,1.0
65.0,France,1010.0,Bretagne,1.0,France,1010.0,Brittany,,,Change,1.0
65.0,France,1008.0,Centre,1.0,France,,Centre,,,,1.0
65.0,France,999.0,Champagne-Ardenne,1.0,France,,Champagne-Ardenne,,,,1.0
65.0,France,998.0,Corse,1.0,France,998.0,Corsica,,,Change,1.0
65.0,France,997.0,Franche-ComtÃ©,1.0,France,997.0,Franche-Comte,,,Change,1.0
65.0,France,996.0,Haute-Normandie,1.0,France,996.0,Upper Normandy,,,Change,1.0
65.0,France,991.0,Languedoc-Roussillon,1.0,France,,Languedoc-Roussillon,,,,1.0
65.0,France,1009.0,Limousin,1.0,France,,Limousin,,,,1.0
65.0,France,1007.0,Lorraine,1.0,France,,Lorraine,,,,1.0
65.0,France,1006.0,Midi-PyrÃ©nÃ©es,1.0,France,1006.0,Midi-Pyrenees,,,Change,1.0
65.0,France,1005.0,Nord-Pas-de-Calais,1.0,France,,Nord-Pas-de-Calais,,,,1.0
65.0,France,1004.0,Pays de la Loire,1.0,France,,Pays de la Loire,,,,1.0
65.0,France,1003.0,Picardie,1.0,France,,Picardie,,,,1.0
65.0,France,1002.0,Poitou-Charentes,1.0,France,,Poitou-Charentes,,,,1.0
65.0,France,1001.0,Provence-Alpes-CÃ´te-d'Azur,1.0,France,1001.0,Provence-Alpes-Cote d'Azur,,,Change,1.0
65.0,France,1000.0,RhÃ´ne-Alpes,1.0,France,1000.0,Rhone-Alpes,,,Change,1.0
65.0,France,,,,France,10067.0,Guadeloupe,16.25,-61.583333,Add,1.0
65.0,France,,,,France,10068.0,French Guiana,4.0,-53.0,Add,1.0
65.0,France,,,,France,10069.0,Reunion,-21.1,55.6,Add,1.0
65.0,France,,,,France,10070.0,Martinique,14.666667,-61.0,Add,1.0
65.0,France,,,,France,10071.0,Mayotte,-12.8275,45.166244,Add,1.0
65.0,France,,,,France,10072.0,Bassas da India,-21.495934,39.693532,Add,1.0
65.0,France,,,,France,10073.0,French Polynesia,-17.65692,-149.459115,Add,1.0
65.0,France,,,,France,10074.0,French Southern and Antarctic Lands,-49.280364,69.348582,Add,1.0
65.0,France,,,,France,10075.0,Glorioso Island,-11.567695,47.299211,Add,1.0
65.0,France,,,,France,10076.0,Juan de Nova Island,-17.055097,42.739372,Add,1.0
65.0,France,,,,France,10077.0,New Caledonia,-21.441103,165.47385,Add,1.0
65.0,France,,,,France,10078.0,Saint Pierre and Miquelon,46.783333,-56.27111,Add,1.0
65.0,France,,,,France,10079.0,Tromelin Island,-15.890964,54.521547,Add,1.0
65.0,France,,,,France,10080.0,Wallis and Futuna,-13.856022,-177.169938,Add,1.0
65.0,France,,,,France,10081.0,Europa Island,-22.368333,40.363333,Add,1.0
,,1137.0,Cayenne,1.0,French Guiana,,,,,Delete,1.0
,,1136.0,Saint-Laurent-du-Maroni,1.0,French Guiana,,,,,Delete,1.0
,,142.0,Amsterdam and Saint-Paul,1.0,French Southern and Antarctic Lands,,,,,Delete,1.0
,,139.0,ÃŽles Ã‰parses,1.0,French Southern and Antarctic Lands,,,,,Delete,1.0
,,140.0,Crozet Archipelago,1.0,French Southern and Antarctic Lands,,,,,Delete,1.0
,,141.0,Kerguelen,1.0,French Southern and Antarctic Lands,,,,,Delete,1.0
67.0,Gabon,1029.0,Estuaire,1.0,Gabon,,Estuaire,,,,1.0
67.0,Gabon,1028.0,Haut-OgoouÃ©,1.0,Gabon,1028.0,Haut-Ogooue,,,Change,1.0
67.0,Gabon,1027.0,Moyen-OgoouÃ©,1.0,Gabon,1027.0,Moyen-Ogooue,,,Change,1.0
67.0,Gabon,1021.0,NgouniÃ©,1.0,Gabon,1021.0,Ngounie,,,Change,1.0
67.0,Gabon,1026.0,Nyanga,1.0,Gabon,,Nyanga,,,,1.0
67.0,Gabon,1022.0,OgoouÃ©-Ivindo,1.0,Gabon,1022.0,Ogooue-Ivindo,,,Change,1.0
67.0,Gabon,1023.0,OgoouÃ©-Lolo,1.0,Gabon,1023.0,Ogooue-Lolo,,,Change,1.0
67.0,Gabon,1025.0,OgoouÃ©-Maritime,1.0,Gabon,1025.0,Ogooue-Maritime,,,Change,1.0
67.0,Gabon,1024.0,Wouleu-Ntem,1.0,Gabon,,Woleu-Ntem,,,,1.0
66.0,Gambia,1068.0,Banjul,1.0,Gambia,,Banjul,,,,1.0
66.0,Gambia,3640.0,Central River,1.0,Gambia,,Central River,,,,1.0
66.0,Gambia,1069.0,Lower River,1.0,Gambia,,Lower River,,,,1.0
66.0,Gambia,1070.0,Maccarthy Island,1.0,Gambia,,,,,Delete,1.0
66.0,Gambia,1071.0,North Bank,1.0,Gambia,,North Bank,,,,1.0
66.0,Gambia,1072.0,Upper River,1.0,Gambia,,Upper River,,,,1.0
66.0,Gambia,1073.0,Western,1.0,Gambia,,Western,,,,1.0
68.0,Georgia,1045.0,Abkhazia,1.0,Georgia,1045.0,Autonomous Republic of Abkhazia,,,Change,1.0
68.0,Georgia,1044.0,Ajaria,1.0,Georgia,1044.0,Autonomous Republic of Adjara,,,Change,1.0
68.0,Georgia,1034.0,Guria,1.0,Georgia,,Guria,,,,1.0
68.0,Georgia,1042.0,Imereti,1.0,Georgia,,Imereti,,,,1.0
68.0,Georgia,1041.0,Kakheti,1.0,Georgia,,Kakheti,,,,1.0
68.0,Georgia,1040.0,Kvemo Kartli,1.0,Georgia,,Kvemo Kartli,,,,1.0
68.0,Georgia,1039.0,Mtskheta-Mtianeti,1.0,Georgia,,Mtskheta-Mtianeti,,,,1.0
68.0,Georgia,1038.0,Racha-Lechkhumi-Kvemo Svaneti,1.0,Georgia,1038.0,Racha-Lechkhumi,,,Change,1.0
68.0,Georgia,1037.0,Samegrelo-Zemo Svaneti,1.0,Georgia,,Samegrelo-Zemo Svaneti,,,,1.0
68.0,Georgia,1035.0,Samtskhe-Javakheti,1.0,Georgia,,Samtskhe-Javakheti,,,,1.0
68.0,Georgia,1036.0,Shida Kartli,1.0,Georgia,,Shida Kartli,,,,1.0
68.0,Georgia,1043.0,Tbilisi,1.0,Georgia,,Tblisi,,,,1.0
72.0,Germany,765.0,Baden-WÃ¼rttemberg,1.0,Germany,765.0,Baden-Wurttemberg,,,Change,1.0
72.0,Germany,766.0,Bayern,1.0,Germany,766.0,Bavaria,,,Change,1.0
72.0,Germany,763.0,Berlin,1.0,Germany,,Berlin,,,,1.0
72.0,Germany,762.0,Brandenburg,1.0,Germany,,Brandenburg,,,,1.0
72.0,Germany,761.0,Bremen,1.0,Germany,,Bremen,,,,1.0
72.0,Germany,764.0,Hamburg,1.0,Germany,,Hamburg,,,,1.0
72.0,Germany,767.0,Hessen,1.0,Germany,767.0,Hesse,,,Change,1.0
72.0,Germany,760.0,Mecklenburg-Vorpommern,1.0,Germany,760.0,Mecklenburg-Western Pomerania,,,Change,1.0
72.0,Germany,759.0,Niedersachsen,1.0,Germany,759.0,Lower Saxony,,,Change,1.0
72.0,Germany,758.0,Nordrhein-Westfalen,1.0,Germany,758.0,North Rhine-Westphalia,,,Change,1.0
72.0,Germany,757.0,Rheinland-Pfalz,1.0,Germany,757.0,Rhineland-Palatinate,,,Change,1.0
72.0,Germany,756.0,Saarland,1.0,Germany,,Saarland,,,,1.0
72.0,Germany,755.0,Sachsen,1.0,Germany,755.0,Saxony,,,Change,1.0
72.0,Germany,754.0,Sachsen-Anhalt,1.0,Germany,,Saxony-Anhalt,,,,1.0
72.0,Germany,753.0,Schleswig-Holstein,1.0,Germany,,Schleswig-Holstein,,,,1.0
72.0,Germany,768.0,ThÃ¼ringen,1.0,Germany,768.0,Thuringia,,,Change,1.0
69.0,Ghana,1046.0,Ashanti,1.0,Ghana,,Ashanti,,,,1.0
69.0,Ghana,1047.0,Brong Ahafo,1.0,Ghana,1047.0,Brong-Ahafo,,,Change,1.0
69.0,Ghana,1048.0,Central,1.0,Ghana,,Central,,,,1.0
69.0,Ghana,1049.0,Eastern,1.0,Ghana,,Eastern,,,,1.0
69.0,Ghana,1050.0,Greater Accra,1.0,Ghana,,Greater Accra,,,,1.0
69.0,Ghana,3638.0,Greater Accra,1.0,Ghana,,,,,Delete,1.0
69.0,Ghana,1051.0,Northern,1.0,Ghana,,Northern,,,,1.0
69.0,Ghana,1052.0,Upper East,1.0,Ghana,,Upper East,,,,1.0
69.0,Ghana,1053.0,Upper West,1.0,Ghana,,Upper West,,,,1.0
69.0,Ghana,1054.0,Volta,1.0,Ghana,,Volta,,,,1.0
69.0,Ghana,1055.0,Western,1.0,Ghana,,Western,,,,1.0
,,1056.0,Gibraltar,1.0,Gibraltar,,,,,Delete,1.0
74.0,Greece,1100.0,Anatoliki Makedonia kai Thraki,,,,,,,Delete,
74.0,Greece,1101.0,Attiki,,,,,,,Delete,
74.0,Greece,1102.0,Ayion Oros,,,,,,,Delete,
74.0,Greece,1103.0,Dytiki Ellada,,,,,,,Delete,
74.0,Greece,1090.0,Dytiki Makedonia,,,,,,,Delete,
74.0,Greece,1091.0,Ionioi Nisoi,,,,,,,Delete,
74.0,Greece,1092.0,Ipeiros,,,,,,,Delete,
74.0,Greece,1093.0,Kentriki Makedonia,,,,,,,Delete,
74.0,Greece,1094.0,Kriti,,,,,,,Delete,
74.0,Greece,1095.0,Notio Aigaio,,,,,,,Delete,
74.0,Greece,1096.0,Peloponnisos,,,,,,,Delete,
74.0,Greece,1097.0,StereÃ¡ EllÃ¡da,,,,,,,Delete,
74.0,Greece,1098.0,Thessalia,,,,,,,Delete,
74.0,Greece,1099.0,Voreio Aigaio,,,,,,,Delete,
74.0,Greece,,,1.0,Greece,10082.0,Achaia,38.0,22.0,Add,1.0
74.0,Greece,,,1.0,Greece,10083.0,Aitolia kai Akarnania,38.5,21.5,Add,1.0
74.0,Greece,,,1.0,Greece,10084.0,Argolis,37.666667,22.833333,Add,1.0
74.0,Greece,,,1.0,Greece,10085.0,Arkadia,37.583333,22.25,Add,1.0
74.0,Greece,,,1.0,Greece,10086.0,Arta,39.166667,21.0,Add,1.0
74.0,Greece,,,1.0,Greece,10087.0,Attiki,38.083333,23.5,Add,1.0
74.0,Greece,,,1.0,Greece,10088.0,Chalkidiki,40.416667,23.5,Add,1.0
74.0,Greece,,,1.0,Greece,10089.0,Chania,35.333333,24.0,Add,1.0
74.0,Greece,,,1.0,Greece,10090.0,Chios,38.416667,26.0,Add,1.0
74.0,Greece,,,1.0,Greece,10091.0,Dodekanisos,36.833333,27.083333,Add,1.0
74.0,Greece,,,1.0,Greece,10092.0,Drama,41.25,24.25,Add,1.0
74.0,Greece,,,1.0,Greece,10093.0,Evros,41.0,26.0,Add,1.0
74.0,Greece,,,1.0,Greece,10094.0,Evrytania,39.0,21.666667,Add,1.0
74.0,Greece,,,1.0,Greece,10095.0,Evvoia,38.5,24.0,Add,1.0
74.0,Greece,,,,Greece,10096.0,Florina,40.75,21.416667,Add,1.0
74.0,Greece,,,,Greece,10097.0,Fokidos,38.5,22.25,Add,1.0
74.0,Greece,,,,Greece,10098.0,Fthiotis,38.833333,22.416667,Add,1.0
74.0,Greece,,,,Greece,10099.0,Grevena,40.083333,21.416667,Add,1.0
74.0,Greece,,,,Greece,10100.0,Ileia,37.75,21.583333,Add,1.0
74.0,Greece,,,,Greece,10101.0,Imathia,40.5,22.25,Add,1.0
74.0,Greece,,,,Greece,10102.0,Ioannina,39.75,20.666667,Add,1.0
74.0,Greece,,,,Greece,10103.0,Irakleion,35.166667,25.166667,Add,1.0
74.0,Greece,,,,Greece,10104.0,Karditsa,39.333333,21.75,Add,1.0
74.0,Greece,,,,Greece,10105.0,Kastoria,40.5,21.166667,Add,1.0
74.0,Greece,,,,Greece,10106.0,Kavala,41.0,24.5,Add,1.0
74.0,Greece,,,,Greece,10107.0,Kefallinia,38.25,20.5,Add,1.0
74.0,Greece,,,,Greece,10108.0,Kerkyra,39.666667,19.75,Add,1.0
74.0,Greece,,,,Greece,10109.0,Kilkis,41.0,22.666667,Add,1.0
74.0,Greece,,,,Greece,10110.0,Korinthia,37.916667,22.666667,Add,1.0
74.0,Greece,,,,Greece,10111.0,Kozani,40.333333,21.716667,Add,1.0
74.0,Greece,,,,Greece,10112.0,Kyklades,37.416667,24.916667,Add,1.0
74.0,Greece,,,,Greece,10113.0,Lakonia,37.0,22.583333,Add,1.0
74.0,Greece,,,,Greece,10114.0,Larisa,39.5,22.5,Add,1.0
74.0,Greece,,,,Greece,10115.0,Lasithi,35.083333,25.833333,Add,1.0
74.0,Greece,,,,Greece,10116.0,Lefkada,38.75,20.666667,Add,1.0
74.0,Greece,,,,Greece,10117.0,Lesvos,39.166667,26.333333,Add,1.0
74.0,Greece,,,,Greece,10118.0,Magnisia,39.25,22.75,Add,1.0
74.0,Greece,,,,Greece,10119.0,Messinia,37.25,21.833333,Add,1.0
74.0,Greece,,,,Greece,10120.0,Pella,40.833333,22.25,Add,1.0
74.0,Greece,,,,Greece,10121.0,Pieria,40.25,22.416667,Add,1.0
74.0,Greece,,,,Greece,10122.0,Preveza,39.166667,20.666667,Add,1.0
74.0,Greece,,,,Greece,10123.0,Rethymnis,35.25,24.583333,Add,1.0
74.0,Greece,,,,Greece,10124.0,Rodopi,41.083333,25.5,Add,1.0
74.0,Greece,,,,Greece,10125.0,Samos,37.75,26.75,Add,1.0
74.0,Greece,,,,Greece,10126.0,Serres,41.166667,23.5,Add,1.0
74.0,Greece,,,,Greece,10127.0,Thesprotia,39.5,20.333333,Add,1.0
74.0,Greece,,,,Greece,10128.0,Thessaloniki,40.666667,23.0,Add,1.0
74.0,Greece,,,,Greece,10129.0,Trikala,39.666667,21.5,Add,1.0
74.0,Greece,,,,Greece,10130.0,Voiotia,38.333333,23.0,Add,1.0
74.0,Greece,,,,Greece,10131.0,Xanthi,41.166667,24.833333,Add,1.0
74.0,Greece,,,,Greece,10132.0,Zakynthos,37.75,20.75,Add,1.0
71.0,Greenland,1111.0,Avannaa,1.0,Greenland,10133.0,Kujalleq,61.0,-45.0,Add,1.0
71.0,Greenland,1112.0,Kitaa,1.0,Greenland,10134.0,Qaasuitsup,76.0,-57.0,Add,1.0
71.0,Greenland,1113.0,Tunu,1.0,Greenland,10135.0,Qeqqata,66.5,-48.0,Add,1.0
71.0,Greenland,,,,Greenland,10136.0,Sermersooq,66.0,-40.0,Add,1.0
70.0,Grenada,1106.0,Carriacou,1.0,Grenada,,Carriacou,,,,1.0
70.0,Grenada,1108.0,Saint Andrew,1.0,Grenada,,Saint Andrew,,,,1.0
70.0,Grenada,1104.0,Saint David,1.0,Grenada,,Saint David,,,,1.0
70.0,Grenada,1110.0,Saint George,1.0,Grenada,,Saint George,,,,1.0
70.0,Grenada,1109.0,Saint John,1.0,Grenada,,Saint John,,,,1.0
70.0,Grenada,1107.0,Saint Mark,1.0,Grenada,,Saint Mark,,,,1.0
70.0,Grenada,1105.0,Saint Patrick,1.0,Grenada,,Saint Patrick,,,,1.0
,,1066.0,Basse-Terre,1.0,Guadeloupe,,,,,Delete,1.0
,,1065.0,Pointe-Ã Â -Pitre,1.0,Guadeloupe,,,,,Delete,1.0
,,3639.0,Pointe-Ã -Pitre,1.0,Guadeloupe,,,,,Delete,1.0
,,1067.0,Saint-Martin et Saint-BarthÃ©lÃ©my,1.0,Guadeloupe,,,,,Delete,1.0
,,1139.0,Agana Heights,1.0,Guam,,,,,Delete,1.0
,,1140.0,Agat,1.0,Guam,,,,,Delete,1.0
,,1141.0,Asan,1.0,Guam,,,,,Delete,1.0
,,1142.0,Barrigada,1.0,Guam,,,,,Delete,1.0
,,1143.0,Chalan-Pago-Ordot,1.0,Guam,,,,,Delete,1.0
,,1144.0,Dededo,1.0,Guam,,,,,Delete,1.0
,,1145.0,HagÃ¥tÃ±a,1.0,Guam,,,,,Delete,1.0
,,1146.0,Inarajan,1.0,Guam,,,,,Delete,1.0
,,1147.0,Mangilao,1.0,Guam,,,,,Delete,1.0
,,1149.0,Merizo,1.0,Guam,,,,,Delete,1.0
,,1150.0,Mongmong-Toto-Maite,1.0,Guam,,,,,Delete,1.0
,,1151.0,Piti,1.0,Guam,,,,,Delete,1.0
,,1138.0,Santa Rita,1.0,Guam,,,,,Delete,1.0
,,1152.0,Sinajana,1.0,Guam,,,,,Delete,1.0
,,1153.0,Talofofo,1.0,Guam,,,,,Delete,1.0
,,1154.0,Tamuning,1.0,Guam,,,,,Delete,1.0
,,1155.0,Umatac,1.0,Guam,,,,,Delete,1.0
,,1156.0,Yigo,1.0,Guam,,,,,Delete,1.0
,,1148.0,Yona,1.0,Guam,,,,,Delete,1.0
75.0,Guatemala,1114.0,Alta Verapaz,1.0,Guatemala,,Alta Verapaz,,,,1.0
75.0,Guatemala,1115.0,Baja Verapaz,1.0,Guatemala,,Baja Verapaz,,,,1.0
75.0,Guatemala,1116.0,Chimaltenango,1.0,Guatemala,,Chimaltenango,,,,1.0
75.0,Guatemala,1117.0,Chiquimula,1.0,Guatemala,,Chiquimula,,,,1.0
75.0,Guatemala,1118.0,El Progreso,1.0,Guatemala,,El Progreso,,,,1.0
75.0,Guatemala,3641.0,El QuichÃ©,1.0,Guatemala,1127.0,,,,Delete,1.0
75.0,Guatemala,1119.0,Escuintla,1.0,Guatemala,,Escuintla,,,,1.0
75.0,Guatemala,1120.0,Guatemala,1.0,Guatemala,,Guatemala,,,,1.0
75.0,Guatemala,1121.0,Huehuetenango,1.0,Guatemala,,Huehuetenango,,,,1.0
75.0,Guatemala,1122.0,Izabal,1.0,Guatemala,,Izabal,,,,1.0
75.0,Guatemala,1123.0,Jalapa,1.0,Guatemala,,Jalapa,,,,1.0
75.0,Guatemala,1124.0,Jutiapa,1.0,Guatemala,,Jutiapa,,,,1.0
75.0,Guatemala,1125.0,PetÃ©n,1.0,Guatemala,1125.0,Peten,,,Change,1.0
75.0,Guatemala,3642.0,Quetzaltenango,1.0,Guatemala,,Quetzaltenango,,,,1.0
75.0,Guatemala,1126.0,Quezaltenango,1.0,Guatemala,,,,,Delete,1.0
75.0,Guatemala,1127.0,QuichÃ©,1.0,Guatemala,1127.0,Quiche,,,Change,1.0
75.0,Guatemala,1128.0,Retalhuleu,1.0,Guatemala,,Retalhuleu,,,,1.0
75.0,Guatemala,1129.0,SacatepÃ©quez,1.0,Guatemala,1129.0,Sacatepequez,,,Change,1.0
75.0,Guatemala,1130.0,San Marcos,1.0,Guatemala,,San Marcos,,,,1.0
75.0,Guatemala,1131.0,Santa Rosa,1.0,Guatemala,,Santa Rosa,,,,1.0
75.0,Guatemala,1132.0,SololÃ¡,1.0,Guatemala,1132.0,Solola,,,Change,1.0
75.0,Guatemala,1133.0,SuchitepÃ©quez,1.0,Guatemala,1133.0,Suchitepequez,,,Change,1.0
75.0,Guatemala,1134.0,TotonicapÃ¡n,1.0,Guatemala,1134.0,Totonicapan,,,Change,1.0
75.0,Guatemala,1135.0,Zacapa,1.0,Guatemala,,Zacapa,,,,1.0
76.0,Guinea,1063.0,BokÃ©,,,,,,,Delete,
76.0,Guinea,1057.0,Conarky,,,10140.0,,,,Delete,
76.0,Guinea,1060.0,Faranah,,,,,,,Delete,
76.0,Guinea,1064.0,Kankan,,,,,,,Delete,
76.0,Guinea,1059.0,Kindia,,,,,,,Delete,
76.0,Guinea,1058.0,LabÃ©,,,,,,,Delete,
76.0,Guinea,1061.0,Mamou,,,,,,,Delete,
76.0,Guinea,1062.0,NzÃ©rÃ©korÃ©,,,,,,,Delete,
76.0,Guinea,,,1.0,Guinea,10137.0,Beyla,8.916667,-8.416667,Add,1.0
76.0,Guinea,,,1.0,Guinea,10138.0,Boffa,10.333333,-14.166667,Add,1.0
76.0,Guinea,,,1.0,Guinea,10139.0,Boke,11.083333,-14.416667,Add,1.0
76.0,Guinea,,,1.0,Guinea,10140.0,Conakry,9.5,-13.666667,Add,1.0
76.0,Guinea,,,1.0,Guinea,10141.0,Coyah,9.75,-13.416667,Add,1.0
76.0,Guinea,,,1.0,Guinea,10142.0,Dabola,10.6,-11.116667,Add,1.0
